id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
8793,repository,repositório,A1,noun,"A location for storage, often for safety or preservation.","Um local para armazenamento, frequentemente para segurança ou preservação.","","","pack:inedita_v5,needs_enrichment"
8794,resilience,resiliência,A1,noun,"The mental ability to recover quickly from depression, illness or misfortune.","A capacidade mental de se recuperar rapidamente da depressão, doença ou infortúnio.","","","pack:inedita_v5,needs_enrichment"
8806,resentful,ressentido,A1,adjective,"Inclined to resent, who tends to harbor resentment, when wronged.","Inclinado a ressentir, quem tende a guardar ressentimento, quando prejudicado.","","","pack:inedita_v5,needs_enrichment"
8819,revert,reverter,A1,noun,"One who, or that which, reverts.","Aquele que, ou aquilo que, reverte.","","","pack:inedita_v5,needs_enrichment"
8826,rector,reitor,A2,noun,"In the Anglican Church, a cleric in charge of a parish and who owns the tithes of it.","Na Igreja Anglicana, um clérigo responsável por uma paróquia e que possui os dízimos dela.","","","pack:inedita_v5,needs_enrichment"
8833,regressive,regressivo,A2,adjective,"That tends to return, revert or regress.","Isso tende a retornar, reverter ou regredir.","","","pack:inedita_v5,needs_enrichment"
8837,referential,referencial,A2,adjective,"Of a word or phrase applied to a particular person, place, or thing and not to any other.","De uma palavra ou frase aplicada a uma pessoa, lugar ou coisa em particular e não a qualquer outro.","","","pack:inedita_v5,needs_enrichment"
8844,refrained,absteve-se,A2,verb,"To hold back, to restrain (someone or something).","Segurar, reter (alguém ou algo).","","","pack:inedita_v5,needs_enrichment"
8845,refraction,refração,A2,noun,"The turning or bending of any wave, such as a light or sound wave, when it passes from one medium into another of different optical density.","A curvatura ou dobra de qualquer onda, como uma onda de luz ou som, quando passa de um meio para outro de diferente densidade óptica.","","","pack:inedita_v5,needs_enrichment"
8848,renovation,reforma,A2,noun,"An act, or the process, of renovating.","Um ato, ou o processo, de renovação.","","","pack:inedita_v5,needs_enrichment"
8859,reformer,reformador,A2,noun,"One who reforms, or who works for reform.","Aquele que reforma, ou que trabalha por reforma.","","","pack:inedita_v5,needs_enrichment"
8876,savior,salvador,A2,noun,"A person who saves someone, rescues another from harm.","Uma pessoa que salva alguém, resgata outro do perigo.","","","pack:inedita_v5,needs_enrichment"
8884,salon,salão,A2,noun,"A large room, especially one used to receive and entertain guests.","Uma sala grande, especialmente uma usada para receber e entreter convidados.","","","pack:inedita_v5,needs_enrichment"
8885,saviour,salvador,A2,noun,"A person who saves someone, rescues another from harm.","Uma pessoa que salva alguém, resgata outro do perigo.","","","pack:inedita_v5,needs_enrichment"
8889,sargent,sargento,A2,,,,The police officer was a sargent on his first day of training.,O policial era um sargento no seu primeiro dia de treinamento.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8890,sacraments,sacramentos,A2,noun,"A sacred act or ceremony in Christianity. In Catholic theology, a sacrament is defined as ""an outward sign instituted by Christ to give grace.""","Um ato ou cerimônia sagrada no cristianismo. Na teologia católica, um sacramento é definido como ""um sinal exterior instituído por Cristo para dar graça.","","","pack:inedita_v5,needs_enrichment"
8892,saturn,Saturno,A2,,,,I saw a model of Saturn in my astronomy book yesterday.,Vi um modelo de Saturno na minha livraria de astronomia ontem.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8894,samson,sansão,A2,,,,My son is named Samson and he loves to play strong sports like soccer.,Meu filho se chama Samson e gosta de jogar esportes fortes como futebol.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8899,saharan,saariano,B1,,,,The tourists got lost on the Saharan desert trek due to a wrong map.,Os turistas ficaram perdidos no deserto sahariano devido ao mapa errado.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8901,sampson,sansão,B1,,,,The biblical story of Sampson has been a popular topic for documentaries and films.,A história bíblica de Sampson é um tema popular para documentários e filmes.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8903,tempest,tempestade,B1,noun,"A storm, especially one with severe winds.","Uma tempestade, especialmente uma com ventos fortes.","","","pack:inedita_v5,needs_enrichment"
8908,tenets,princípios,B1,noun,"An opinion, belief, or principle that is held as absolute truth by someone or especially an organization.","Uma opinião, crença ou princípio que é considerado como verdade absoluta por alguém ou, especialmente, por uma organização.","","","pack:inedita_v5,needs_enrichment"
8913,topology,topologia,B1,noun,"A branch of mathematics studying those properties of a geometric figure or solid that are not changed by stretching, bending and similar homeomorphisms.","Uma ramificação da matemática que estuda aquelas propriedades de uma figura ou sólido geométrico que não são alteradas por alongamento, curvatura e homeomorfismos semelhantes.","","","pack:inedita_v5,needs_enrichment"
8914,torso,tronco,B1,noun,"The main part of the (human) body that extends from the neck to the groin, excluding the head and limbs.","O principal parte do corpo (humano) que se estende do pescoço até a virilha, excluindo a cabeça e os membros.","","","pack:inedita_v5,needs_enrichment"
8915,tournament,torneio,B1,noun,"During the Middle Ages, a series of battles and other contests designed to prepare knights for war.","Durante a Idade Média, uma série de batalhas e outros concursos foram realizados para preparar os cavaleiros para a guerra.","","","pack:inedita_v5,needs_enrichment"
8916,tentatively,provisoriamente,B1,adverb,"Of, or having to do with being tentative.","De, ou relacionado a ser provisório.","","","pack:inedita_v5,needs_enrichment"
8922,toxicology,toxicologia,B1,noun,"The branch of pharmacology that deals with the nature, effect, detection and treatment of poisons and poisoning.","A ramificação da farmacologia que lida com a natureza, efeito, detecção e tratamento de venenos e envenenamentos.","","","pack:inedita_v5,needs_enrichment"
8923,toleration,tolerância,B1,noun,"Endurance of evil, suffering etc.","A resistência ao mal, ao sofrimento etc.","","","pack:inedita_v5,needs_enrichment"
8924,toddler,criança pequena,B1,noun,"A young child who has started walking but not fully mastered it, typically between one and three years old.","Uma criança pequena que começou a andar, mas ainda não dominou completamente, tipicamente entre um e três anos de idade.","","","pack:inedita_v5,needs_enrichment"
8927,tenancy,locação,B1,noun,"The occupancy of property, etc., under a lease, or by paying rent.","A ocupação de propriedade, etc., sob um contrato de locação, ou pelo pagamento de aluguel.","","","pack:inedita_v5,needs_enrichment"
8928,toby,tobias,B1,noun,"A drinking mug, in the shape of a human head with a hat atop.","Uma caneca de bebida, em forma de cabeça humana com um chapéu em cima.","","","pack:inedita_v5,needs_enrichment"
8930,tortoise,tartaruga,B1,noun,"Any of various land-dwelling reptiles, of the family Testudinidae or the order Testudines , whose body is enclosed in a shell (carapace plus plastron). The animal can withdraw its head and four legs partially into the shell, providing some protection from predators.","Qualquer um dos vários répteis terrestres, da família Testudinidae ou da ordem Testudines, cujo corpo está encerrado em uma concha (carapaça mais plastrão). O animal pode retrair parcialmente sua cabeça e quatro patas para dentro da concha, oferecendo alguma proteção contra predadores.","","","pack:inedita_v5,needs_enrichment"
8933,tolstoy,tolstói,B1,,,,The author Leo Tolstoy was a famous Russian writer known for his novels like War and Peace.,O autor Leo Tolstoy era um famoso escritor russo conhecido por seus romances como Guerra e Paz.,"pack:inedita_v5,needs_enrichment"
8935,toilets,banheiros,B1,noun,"A covering of linen, silk, or tapestry, spread over a dressing table in a chamber or dressing room.","Uma cobertura de linho, seda ou tapeçaria, estendida sobre uma penteadeira em um quarto ou sala de vestir.","","","pack:inedita_v5,needs_enrichment"
8946,uneasiness,inquietação,B1,noun,"The state of being uneasy, nervous or restless.","O estado de estar inquieto, nervoso ou agitado.","","","pack:inedita_v5,needs_enrichment"
8954,unforeseen,imprevisto,B1,noun,"An event, incident, cost, etc. that was not foreseen.","Um evento, incidente, custo, etc. que não foi previsto.","","","pack:inedita_v5,needs_enrichment"
8973,unanimity,unanimidade,B1,noun,"The condition of agreement by all parties, the state of being unanimous.","A condição de acordo por todas as partes, o estado de ser unânime.","","","pack:inedita_v5,needs_enrichment"
8995,unmistakable,inequívoco,B2,adjective,"Unique, such that it cannot be mistaken for something else.","Único, de forma que não possa ser confundido com outra coisa.","","","pack:inedita_v5,needs_enrichment"
9004,unclean,impuro,B2,adjective,"Dirty, soiled or foul.","Sujo, manchado ou imundo.","","","pack:inedita_v5,needs_enrichment"
9007,underway,em andamento,B2,noun,"A road, track, path, or street for going under another way or obstacle.","Uma estrada, trilha, caminho ou rua para passar por baixo de outra via ou obstáculo.","","","pack:inedita_v5,needs_enrichment"
9013,underside,inferior,B2,noun,"The side that is below or underneath, the bottom.","O lado que está abaixo ou embaixo, a parte inferior.","","","pack:inedita_v5,needs_enrichment"
9027,veranda,varanda,B2,noun,"A gallery, platform, or balcony, usually roofed and often partly enclosed, extending along the outside of a building.","Uma galeria, plataforma ou varanda, geralmente coberta e frequentemente parcialmente fechada, que se estende ao longo da parte externa de um edifício.","","","pack:inedita_v5,needs_enrichment"
9030,valiant,valente,B2,noun,"A person who acts with valor, showing hero-like characteristics in the midst of danger.","Uma pessoa que age com valor, mostrando características heroicas em meio ao perigo.","","","pack:inedita_v5,needs_enrichment"
9038,vicar,vigário,B2,noun,"In the Church of England, the priest of a parish, receiving a salary or stipend but not tithes.","Na Igreja da Inglaterra, o sacerdote de uma paróquia, recebendo um salário ou estipêndio, mas não dízimos.","","","pack:inedita_v5,needs_enrichment"
9039,venue,local,B2,noun,"A theater, auditorium, arena, or other area designated for sporting or entertainment events.","Um teatro, auditório, arena ou outra área designada para eventos esportivos ou de entretenimento.","","","pack:inedita_v5,needs_enrichment"
9042,vertigo,vertigem,B2,noun,"A sensation of whirling and loss of balance, caused by looking down from a great height or by disease affecting the inner ear.","Uma sensação de vertigem e perda de equilíbrio, causada por olhar para baixo de uma grande altura ou por doenças que afetam o ouvido interno.","","","pack:inedita_v5,needs_enrichment"
9043,venom,veneno,B2,noun,"A poison carried by an animal, usually injected into an enemy or prey by biting or stinging.","Um veneno transportado por um animal, geralmente injetado em um inimigo ou presa por meio de mordida ou picada.","","","pack:inedita_v5,needs_enrichment"
9045,vanquished,vencido,B2,verb,"To defeat, to overcome.","Derrotar, superar.","","","pack:inedita_v5,needs_enrichment"
9046,visitation,visita,B2,noun,"The act of visiting, or an instance of being visited.","O ato de visitar, ou uma instância de ser visitado.","","","pack:inedita_v5,needs_enrichment"
